p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa,week,year,plyr_number
kirkcousins_min_2022_11,min_2022_11,kirkcousins_min_2022,min_2022,kirkcousins,7102,qb,min,1,88.5,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joshallen_buf_2022_11,buf_2022_11,joshallen_buf_2022,buf_2022,joshallen,46601,qb,buf,1,87.1,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
macjones_ne_2022_11,ne_2022_11,macjones_ne_2022,ne_2022,macjones,60323,qb,ne,1,72.4,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
lamarjackson_bal_2022_11,bal_2022_11,lamarjackson_bal_2022,bal_2022,lamarjackson,46416,qb,bal,1,67.9,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
dakprescott_dal_2022_11,dal_2022_11,dakprescott_dal_2022,dal_2022,dakprescott,10769,qb,dal,1,55.6,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
genosmith_sea_2022_11,sea_2022_11,genosmith_sea_2022,sea_2022,genosmith,7820,qb,sea,1,88.5,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tombrady_tb_2022_11,tb_2022_11,tombrady_tb_2022,tb_2022,tombrady,698,qb,tb,1,70.4,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
bakermayfield_car_2022_11,car_2022_11,bakermayfield_car_2022,car_2022,bakermayfield,46518,qb,car,1,80.0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
danieljones_nyg_2022_11,nyg_2022_11,danieljones_nyg_2022,nyg_2022,danieljones,39395,qb,nyg,1,89.5,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
justinfields_chi_2022_11,chi_2022_11,justinfields_chi_2022,chi_2022,justinfields,82118,qb,chi,1,47.1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
cooperrush_dal_2022_11,dal_2022_11,cooperrush_dal_2022,dal_2022,cooperrush,12324,qb,dal,1,66.7,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jordanlove_gb_2022_11,gb_2022_11,jordanlove_gb_2022,gb_2022,jordanlove,40306,qb,gb,1,100.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tracemcsorley_ari_2022_11,ari_2022_11,tracemcsorley_ari_2022,ari_2022,tracemcsorley,32819,qb,ari,1,66.7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jimmygaroppolo_sf_2022_11,sf_2022_11,jimmygaroppolo_sf_2022,sf_2022,jimmygaroppolo,8697,qb,sf,1,73.7,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
malikwillis_ten_2022_11,ten_2022_11,malikwillis_ten_2022,ten_2022,malikwillis,60341,qb,ten,1,33.3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
casekeenum_buf_2022_11,buf_2022_11,casekeenum_buf_2022,buf_2022,casekeenum,7323,qb,buf,1,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
teddybridgewater_mia_2022_11,mia_2022_11,teddybridgewater_mia_2022,mia_2022,teddybridgewater,8667,qb,mia,1,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
zachwilson_nyj_2022_11,nyj_2022_11,zachwilson_nyj_2022,nyj_2022,zachwilson,82096,qb,nyj,1,73.3,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
andydalton_no_2022_11,no_2022_11,andydalton_no_2022,no_2022,andydalton,6187,qb,no,1,74.1,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
baileyzappe_ne_2022_11,ne_2022_11,baileyzappe_ne_2022,ne_2022,baileyzappe,60396,qb,ne,1,78.6,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kennypickett_pit_2022_11,pit_2022_11,kennypickett_pit_2022,pit_2022,kennypickett,60515,qb,pit,1,84.6,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tyrodtaylor_nyg_2022_11,nyg_2022_11,tyrodtaylor_nyg_2022,nyg_2022,tyrodtaylor,6332,qb,nyg,1,66.7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
skylarthompson_mia_2022_11,mia_2022_11,skylarthompson_mia_2022,mia_2022,skylarthompson,60417,qb,mia,1,71.0,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jacobeason_car_2022_11,car_2022_11,jacobeason_car_2022,car_2022,jacobeason,46444,qb,car,1,80.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brettrypien_den_2022_11,den_2022_11,brettrypien_den_2022,den_2022,brettrypien,46487,qb,den,1,59.1,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
taylorheinicke_was_2022_11,was_2022_11,taylorheinicke_was_2022,was_2022,taylorheinicke,9896,qb,was,1,64.5,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brockpurdy_sf_2022_11,sf_2022_11,brockpurdy_sf_2022,sf_2022,brockpurdy,77672,qb,sf,1,55.6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
chadhenne_kc_2022_11,kc_2022_11,chadhenne_kc_2022,kc_2022,chadhenne,4371,qb,kc,1,100.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
samehlinger_ind_2022_11,ind_2022_11,samehlinger_ind_2022,ind_2022,samehlinger,60555,qb,ind,1,78.3,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jarrettstidham_lv_2022_11,lv_2022_11,jarrettstidham_lv_2022,lv_2022,jarrettstidham,13725,qb,lv,1,61.5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
gardnerminshew_phi_2022_11,phi_2022_11,gardnerminshew_phi_2022,phi_2022,gardnerminshew,41401,qb,phi,1,50.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
trevorsiemian_chi_2022_11,chi_2022_11,trevorsiemian_chi_2022,chi_2022,trevorsiemian,9683,qb,chi,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brandonallen_cin_2022_11,cin_2022_11,brandonallen_cin_2022,cin_2022,brandonallen,10835,qb,cin,1,100.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
nickmullens_min_2022_11,min_2022_11,nickmullens_min_2022,min_2022,nickmullens,12282,qb,min,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
coltmccoy_ari_2022_11,ari_2022_11,coltmccoy_ari_2022,ari_2022,coltmccoy,5609,qb,ari,1,80.0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
johnwolford_lar_2022_11,lar_2022_11,johnwolford_lar_2022,lar_2022,johnwolford,46454,qb,lar,1,70.6,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
chasedaniel_lac_2022_11,lac_2022_11,chasedaniel_lac_2022,lac_2022,chasedaniel,5214,qb,lac,1,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
bryceperkins_lar_2022_11,lar_2022_11,bryceperkins_lar_2022,lar_2022,bryceperkins,35299,qb,lar,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
